CaseOrder,Customer_id,Interaction,UID,City,State,County,Zip,Lat,Lng,Population,Area,TimeZone,Job,Children,Age,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8
3727,H714009,7526dc96-a602-4820-ad1c-78e8cba5581e,937edd72aeba800d0f4a2de5a352a76f,West Forks,ME,Somerset,4985,45.37082,-69.94296,52,Suburban,America/New_York,"Designer, textile",4,71,94629.64,Never Married,Male,No,10.30866,14,1,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,No,No,No,No,Electronic Check,20.87922,127.4738,2435.584022,3,3,4,5,2,4,4,3
3728,J614079,06855b6f-f819-4ceb-8547-d2f8dd9f232e,52ba5d94aa5126782aad39e9597a9a97,Camano Island,WA,Island,98282,48.18657,-122.4707,16427,Rural,America/Los_Angeles,Clinical embryologist,0,87,40870.51,Divorced,Female,No,11.86638,13,0,0,No,Two Year,No,No,DSL,Yes,No,No,Yes,No,No,No,Yes,No,Bank Transfer(automatic),13.07421,149.9378,1612.709993,4,5,5,3,4,5,4,6
3729,I898708,8f622d7f-2cda-4bb9-96c3-cc562d0b6aa4,7ed3df0eda8aae0c8ed0c973e1e190c3,Montchanin,DE,New Castle,19710,39.79503,-75.58815,0,Urban,America/New_York,"Sales professional, IT",1,55,21549.44,Divorced,Male,No,13.51296,11,2,0,No,Two Year,Yes,No,Fiber Optic,Yes,No,No,No,No,No,No,No,Yes,Credit Card (automatic),4.078283,112.4551,426.4255699,4,3,5,2,5,3,3,3
3730,L575000,2be1e7f9-7ec1-48ef-93fd-6661df258992,793a339dcfe2f85c9313bf12e488428a,Grand Forks,ND,Grand Forks,58203,47.97219,-97.15495,17094,Suburban,America/Chicago,Sport and exercise psychologist,3,50,33565.09,Divorced,Male,Yes,12.43999,16,2,0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,No,Credit Card (automatic),3.284958,182.4608,778.200989,3,4,4,3,3,4,5,3
3731,P121501,3bef9c27-8163-49e9-a68c-3203a302f528,d0a1254cbe4b0dfb76ce692c9bdd9a0b,Lookout,CA,Modoc,96054,41.26649,-121.1004,339,Suburban,America/Los_Angeles,Publishing rights manager,0,24,13813.36,Widowed,Female,Yes,11.5956,14,1,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Mailed Check,5.645298,174.9744,1268.042248,2,2,2,3,4,2,3,3
3732,O991053,e2c39250-c984-46b9-8a92-53d30c0bce18,e8b3782a58a020e6b044bdb0d17fa36e,Bethesda,MD,Montgomery,20817,38.99815,-77.14857,36681,Urban,America/New_York,"Conservation officer, historic buildings",4,60,28894.68,Never Married,Male,No,5.672909,4,3,0,No,Two Year,No,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,No,Mailed Check,19.91179,162.4713,2049.799984,2,3,2,3,3,3,4,3
3733,V599007,ac1be261-74c0-4101-a894-c045ffe2bd74,4eb15be22250a601ba2ff7efa4cce9ee,Bidwell,OH,Gallia,45614,38.92975,-82.27709,4825,Suburban,America/New_York,"Pilot, airline",5,84,59919.2,Separated,Female,No,2.30196,9,1,0,No,Two Year,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Bank Transfer(automatic),24.94738,159.983,2265.62602,4,4,4,4,2,3,4,3
3734,Y790493,2cdb9bd3-a37d-4d8b-8409-c287d1a7ee0e,ef2662c2f65d970d6f5e5f103bf55bad,Mc Neil,AR,Columbia,71752,33.40087,-93.19549,845,Rural,America/Chicago,Event organiser,5,65,55714.69,Never Married,Female,No,14.17798,9,2,0,No,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Electronic Check,7.488398,207.4811,1236.012715,2,3,2,5,3,5,4,4
3735,O683824,b9da9d9f-444d-4fb1-9a6e-0b42dee3377e,e059ba80aa80b5416b4a90c0f10225cf,Bunker Hill,IN,Miami,46914,40.63118,-86.09558,1484,Urban,America/Indiana/Indianapolis,Mudlogger,1,33,59346.15,Widowed,Male,No,8.316636,13,0,1,No,Two Year,Yes,No,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Mailed Check,10.07156,204.9634,1401.299612,4,2,3,4,5,2,3,2
3736,J238568,9f5946e5-4590-4c97-b032-d65cf29184b3,da73406f324df0033ccdcc8761443dbe,Fort Myers,FL,Lee,33916,26.63434,-81.83912,23438,Rural,America/New_York,"Social research officer, government",3,72,22780.89,Divorced,Male,No,8.278435,15,0,1,No,Two Year,No,Yes,None,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Credit Card (automatic),22.7117,182.4762,2288.984083,4,5,3,4,4,3,3,3
3737,C22138,5af50cca-e33e-4844-b888-5cf58f3ab73f,74617c3e591c455c2de0aa8a06f76c99,Falcon,NC,Cumberland,28342,35.19194,-78.64973,233,Suburban,America/New_York,Statistician,4,18,20592.92,Widowed,Female,Yes,9.591346,10,1,0,No,Month-to-month,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,Yes,No,Yes,Mailed Check,14.7094,182.4538,1700.981258,5,4,5,4,3,5,4,3
3738,C827453,f69046d7-13d6-4b50-9ebb-e4cacb8da795,79f84f2cc24283f0034aac51dfe523ed,San Jose,CA,Santa Clara,95148,37.33539,-121.7793,48854,Urban,America/Los_Angeles,Building surveyor,0,58,25857.74,Married,Male,No,6.996759,12,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,Yes,Credit Card (automatic),17.02059,147.4601,1544.583357,5,4,5,5,3,4,4,3
3739,S123232,86ea8900-243a-4923-b532-f33b8963bf0d,b44d2722353c5683537bdb66b8017b08,Syracuse,OH,Meigs,45779,38.99819,-81.97175,753,Urban,America/New_York,Materials engineer,3,21,8528.16,Widowed,Female,No,9.760727,9,1,2,Yes,Two Year,No,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No,No,Electronic Check,18.81173,160.0013,1956.709597,5,5,5,3,3,3,4,4
3740,X680212,0582dcb9-db8b-4079-83c4-bb920df05761,a88d98c064d75db3790ef5fa551e060c,Rio Vista,TX,Johnson,76093,32.21723,-97.3949,1753,Suburban,America/Chicago,Physiotherapist,1,36,36616.04,Divorced,Female,Yes,8.281005,12,1,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Yes,Yes,Yes,Bank Transfer(automatic),1.481306,207.6094,650.9200141,4,3,5,3,4,2,5,4
3741,H232921,3c3b14c6-9f22-46f4-b5e2-aae20e056f71,0a89d507cb576a24d02a5a05a2719de8,Emerson,IA,Mills,51533,41.03613,-95.38042,838,Suburban,America/Chicago,"Designer, graphic",2,81,68426.04,Never Married,Female,Yes,9.128286,12,2,0,No,One year,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,16.55879,257.6513,2509.367174,5,4,5,2,5,5,4,4
3742,D71220,9b0f4dba-37a9-41ad-bae2-067c847f2994,5469d692c3dbe42d4eb928ffe5f86672,Bent Mountain,VA,Roanoke,24059,37.15457,-80.13587,872,Rural,America/New_York,Research scientist (physical sciences),4,28,77751.56,Separated,Female,Yes,9.30537,13,1,0,Yes,One year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Electronic Check,2.657783,252.624,942.1751694,6,4,6,2,4,5,5,3
3743,W397726,7426437f-bbff-4767-a96d-5d9b976a1580,589987c1b9c230c988cd51f993c4f7d4,Eads,TN,Fayette,38028,35.1831,-89.63486,6965,Rural,America/Chicago,Senior tax professional/tax inspector,4,26,74229.42,Separated,Male,Yes,3.936842,6,1,1,No,Month-to-month,No,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Bank Transfer(automatic),12.29093,204.961,1687.611214,4,4,4,4,2,3,4,5
3744,K218632,c3e9b245-04d2-4530-8d67-c6fc5c1bb0c4,67db251321c537fa37eb7d39172f9559,Carver,MN,Carver,55315,44.71842,-93.68698,5651,Suburban,America/Chicago,"Solicitor, Scotland",4,64,32902.71,Never Married,Female,No,11.81917,16,0,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,No,Yes,Bank Transfer(automatic),13.02429,147.4601,1238.315929,2,3,1,3,3,3,3,1
3745,Z624812,fae94fd9-1a02-404c-a52f-7b9e78b8cef4,2c91101283981596e2d0d4af92ad3b4d,Milltown,NJ,Middlesex,8850,40.44724,-74.44011,8488,Suburban,America/New_York,Copy,3,58,147682,Divorced,Female,Yes,6.285394,14,1,1,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Electronic Check,9.741749,162.4676,1626.329435,4,4,4,3,4,4,3,3
3746,N275888,0ff246ac-ddcf-4387-9186-b8a52f1e6891,40ccd640da45e1d6b8a0990bf231fcbc,Westport,IN,Decatur,47283,39.1734,-85.58859,3227,Suburban,America/Indiana/Indianapolis,Education administrator,1,41,114160.2,Divorced,Female,Yes,11.00657,13,0,0,No,Month-to-month,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Bank Transfer(automatic),15.49078,174.9581,2175.607761,3,3,2,4,5,3,3,4
3747,Q642279,869dcfbe-d65e-45f7-844c-736ae3426677,6f8cc25563f5c954e7af2783c5b25004,Point Baker,AK,Prince of Wales-Hyder,99927,56.251,-133.3757,38,Rural,America/Sitka,Herpetologist,0,22,15905.44,Never Married,Female,Yes,12.18608,18,1,0,No,Month-to-month,No,No,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Credit Card (automatic),5.962119,287.6427,1288.594508,4,3,5,3,4,4,4,4
3748,E468347,4e60efc0-1d3b-4cf1-bca5-47e2ed63969a,0da4d9fa5d8c98fb70b54e34a5e12012,Bangor,MI,Van Buren,49013,42.30567,-86.10846,5596,Urban,America/Detroit,Dealer,3,45,39804.48,Never Married,Female,Yes,4.167453,7,1,1,Yes,One year,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Bank Transfer(automatic),3.831822,257.6549,1134.240308,4,4,3,4,5,4,3,3
3749,L562712,9596b839-50be-495c-b672-d8b512bec5d1,c53705c0c2b094f28a3bab7d5daaf1b3,Lisman,AL,Choctaw,36912,32.23516,-88.3045,2272,Rural,America/Chicago,"Scientist, physiological",7,87,40512.96,Married,Female,No,5.835383,7,0,0,Yes,Two Year,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Credit Card (automatic),7.374499,172.4624,1036.983336,4,5,4,5,2,4,4,3
3750,R568011,a012a72e-0af7-420a-94fd-7deb59773c2c,71c0e20a8e5e2c2472c4ea527c402b0c,Soso,MS,Jones,39480,31.71063,-89.31219,2918,Urban,America/Chicago,"Teacher, secondary school",3,37,9708.23,Married,Male,Yes,11.22367,16,0,0,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Credit Card (automatic),8.980916,222.6326,1931.414865,2,2,2,3,4,3,4,4
3751,O889869,17f3734e-5a23-41da-9a03-e8fc3c052300,b70c54f340787593911b565c86c60386,Columbus,GA,Muscogee,31903,32.41475,-84.95323,19255,Urban,America/New_York,General practice doctor,2,76,38186.34,Separated,Male,Yes,14.66477,13,0,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,No,Yes,No,Yes,Credit Card (automatic),16.05745,117.4392,1943.981469,3,3,4,1,4,2,2,3
3752,W194911,ce47f2fc-7b70-4d3a-8ef7-18b4a9725677,422c9286c02c352f037c29826ae1b038,Johnstown,PA,Cambria,15904,40.30342,-78.84492,15812,Suburban,America/New_York,Scientific laboratory technician,0,77,96898.83,Married,Male,No,9.063174,14,0,0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Electronic Check,20.7012,169.9447,1918.0889,4,4,4,3,4,4,5,3
3753,X65089,b33b1050-a38e-4b76-909b-86be09ee4ccf,d092f98cca31edb302da227ca9d2e4f0,Reeder,ND,Adams,58649,46.12096,-102.9136,302,Urban,America/Denver,"Clinical scientist, histocompatibility and immunogenetics",2,63,16964.77,Separated,Male,No,16.37914,6,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,No,Credit Card (automatic),8.462066,159.9512,954.1821997,4,3,3,2,4,3,4,5
3754,H728463,1e966920-22cc-472f-a9ba-c47b273a5b9a,7499ecb34b8608991c47a42a6d6a31d3,Oak Grove,MO,Jackson,64075,39.00029,-94.14524,12449,Urban,America/Chicago,"Doctor, hospital",3,65,40195.57,Never Married,Male,Yes,11.82811,10,1,1,No,Month-to-month,Yes,No,None,Yes,No,No,No,No,No,No,Yes,Yes,Mailed Check,7.646165,114.9658,907.2332556,3,4,4,4,2,4,4,3
3755,T334455,e34e1821-3f06-4049-a8dd-0691ff123447,cc850b543cc56b9ecafe8504dba669f8,Alexandria,OH,Licking,43001,40.08865,-82.61363,2810,Rural,America/New_York,"Producer, television/film/video",6,27,31997.45,Divorced,Male,No,10.77527,16,0,1,No,Two Year,No,No,DSL,Yes,No,Yes,No,No,No,Yes,No,Yes,Mailed Check,7.704545,119.9568,1618.557444,5,4,3,6,2,6,5,5
3756,T115827,3043243d-d956-48ce-85b2-78f387bd7a1d,c8bb296bbf460ba042adce5ffb508bf4,Morton,PA,Delaware,19070,39.90623,-75.32471,7017,Urban,America/New_York,Ship broker,2,53,11529.46,Never Married,Female,No,12.26166,13,0,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Electronic Check,3.767302,169.9928,517.420314,4,4,5,5,4,4,4,3
3757,O852035,a90139b5-5cd4-4406-abc4-c2c39a14bfcf,09895fb5c75a2f8bc6c3905f5ec830d0,Guinda,CA,Yolo,95637,38.83411,-122.2369,227,Urban,America/Los_Angeles,Biomedical engineer,2,78,8406.68,Divorced,Male,Yes,6.042225,15,0,0,No,Month-to-month,No,No,None,Yes,Yes,No,No,No,No,Yes,Yes,No,Electronic Check,2.560691,207.6386,751.4491239,3,3,4,2,4,1,3,2
3758,Z991519,4c861ce9-cb00-45a6-a3d2-2d5b095bf8d4,2e3d305f444876b0ec21d55c0e91db74,Valmeyer,IL,Monroe,62295,38.27929,-90.31335,1547,Suburban,America/Chicago,Clinical molecular geneticist,3,45,9030.67,Divorced,Nonbinary,No,6.801813,14,1,1,Yes,Two Year,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,No,Yes,Mailed Check,5.095356,114.9509,1025.488105,4,4,4,4,4,3,5,3
3759,E253261,e52a3e50-810b-475a-8ca3-6cee27f0cba3,c41040e8e6a3571fd4e274c604887e12,Pikeville,KY,Pike,41501,37.51609,-82.51725,23078,Suburban,America/New_York,Patent examiner,0,32,10762.84,Never Married,Female,Yes,8.770303,10,0,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Electronic Check,9.231083,192.4885,1066.382948,3,3,2,4,2,4,4,3
3760,Z698158,a08a92ad-856b-4979-a763-47d1c40e0ee5,dec7145049cd840dad89eccb854fb1c5,Omaha,NE,Douglas,68118,41.26318,-96.17743,10134,Rural,America/Chicago,Passenger transport manager,1,63,7382.53,Married,Female,No,2.431461,6,0,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,No,No,No,No,Electronic Check,2.531394,127.4738,783.7920101,4,3,4,4,3,5,4,5
3761,Z39870,3b2ca75b-7738-42d8-bdbf-a16ff9bcae45,f07dfec471e294542dbb234735415cec,Bangs,TX,Brown,76823,31.70119,-99.15992,2840,Rural,America/Chicago,Herpetologist,3,81,2842.7,Married,Male,Yes,9.6523,14,1,0,No,Two Year,No,No,None,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,3.811111,200.1652,892.372841,4,3,4,3,3,3,5,3
3762,R590860,42b2fe87-bdf3-434b-b3c1-2784af1c4af5,693723ec6834021af018c85423de4b1c,Wernersville,PA,Berks,19565,40.34286,-76.08642,8880,Urban,America/New_York,Fast food restaurant manager,1,72,73952.76,Widowed,Male,No,15.99328,10,1,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,No,Bank Transfer(automatic),12.80172,182.4676,1403.146012,2,2,3,3,4,3,3,4
3763,R622504,9b07d7e6-40d6-44f4-a36d-462ba8f8143a,56242907f4932afa6e0d29f1abc9e72f,Birmingham,AL,Jefferson,35229,33.46558,-86.7891,1219,Suburban,America/Chicago,"Secretary, company",0,56,16514.35,Widowed,Male,Yes,7.611287,11,1,0,No,One year,No,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Electronic Check,12.66908,174.9882,1901.748017,5,4,4,4,3,3,4,5
3764,J08039,800364e5-6c16-4579-a36f-fd9fa06fc3e8,389098722c2db2a7d217a043942b086e,San Francisco,CA,San Francisco,94117,37.76975,-122.4482,44239,Suburban,America/Los_Angeles,"Pharmacist, hospital",4,49,14759.93,Married,Male,Yes,7.255201,13,0,0,No,Month-to-month,Yes,No,DSL,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Electronic Check,4.860179,162.4608,1354.828783,4,5,4,3,2,3,6,4
3765,J936906,638833bb-67b2-4c9f-bd78-627e174b5d00,b9b83e768b105c68f7684e04b7d96936,Cavalier,ND,Pembina,58220,48.79351,-97.71428,2052,Urban,America/Chicago,Early years teacher,1,22,14666.27,Never Married,Male,Yes,13.62518,10,1,0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Electronic Check,4.610249,184.9634,1403.371015,2,3,2,3,1,3,4,5
3766,D322615,0505180c-41b7-48c8-90bc-772708d69839,d07a2a76c7b6ddf533a0615fdc4a311b,Rhoadesville,VA,Orange,22542,38.29321,-77.88264,2279,Urban,America/New_York,Hospital doctor,0,23,12191.65,Never Married,Female,No,10.17652,13,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Yes,Electronic Check,16.69091,169.9378,1705.393068,5,5,4,5,3,6,4,3
3767,C406817,e8b1da31-50db-4be8-8c20-ef47a6ffacba,df84daa7c37c1ffd7b4b7a296969e492,Andover,OH,Ashtabula,44003,41.62142,-80.58599,4228,Rural,America/New_York,Sales promotion account executive,4,73,23838.68,Divorced,Male,Yes,8.892449,13,1,0,No,One year,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Bank Transfer(automatic),8.249394,192.4705,1118.312856,4,3,2,2,4,4,3,3
3768,F347876,5f636cdc-7734-4609-afd0-7265b5fec729,bc292693f7cb2cdc5b67607f446c0b2a,Fairpoint,OH,Belmont,43927,40.11878,-80.93607,124,Urban,America/New_York,Primary school teacher,4,77,26775.75,Never Married,Male,No,7.174153,14,3,0,No,Month-to-month,Yes,No,DSL,No,No,Yes,No,No,Yes,No,No,Yes,Mailed Check,14.11275,107.482,1761.872716,2,3,2,3,5,2,1,2
3769,O265706,adca41f0-0898-4655-b927-58bac901e6af,62682ff2c2939a7a60c86abfa445bb0b,Nanty Glo,PA,Cambria,15943,40.47468,-78.83966,3579,Suburban,America/New_York,Architect,1,85,5660.44,Never Married,Female,No,9.636285,15,1,1,Yes,One year,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Yes,No,No,Electronic Check,11.70988,142.4713,1569.873827,3,2,3,3,3,2,4,3
3770,Y604028,ea861fe3-567f-404e-a58e-7cac5a90703d,1e1dd5a4d6bf573af98be9a8ffae5779,Lydia,SC,Darlington,29079,34.28637,-80.11376,10,Suburban,America/New_York,"Designer, graphic",4,39,64905.5,Separated,Female,Yes,10.93233,18,2,1,No,Month-to-month,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Electronic Check,10.33785,242.6106,2038.559634,4,4,2,2,5,2,2,5
3771,U589779,c96b4247-bdd6-4979-bf8e-39f7eb697140,b688ac8552a2e0ca8e032de21c7e911e,Saint Clair Shores,MI,Macomb,48082,42.52703,-82.88712,16540,Suburban,America/Detroit,Probation officer,1,27,31192.93,Separated,Male,Yes,9.422323,7,1,1,Yes,One year,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit Card (automatic),10.81182,290.1604,1822.617538,5,5,5,2,3,4,5,4
3772,P172432,4e9023ed-2aa8-4b0b-a6c4-e3d894f99936,0f2c4124cd64a3f71cc68d1195225248,Unionville,PA,Chester,19375,39.90044,-75.74032,23,Suburban,America/New_York,Ceramics designer,0,37,28158.14,Separated,Male,Yes,4.524233,12,0,0,No,Month-to-month,Yes,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Credit Card (automatic),1.24728,194.9768,544.6911156,4,4,3,5,4,6,2,4
3773,T283168,25a5b522-2c07-4676-be3f-bd0a25b97ee8,1f5d247d7d60005da8ac345db8917563,Chesapeake,VA,Chesapeake,23321,36.80125,-76.42294,35489,Suburban,America/New_York,Software engineer,2,50,9467.94,Widowed,Male,No,7.494062,13,2,0,No,One year,No,No,DSL,Yes,Yes,Yes,No,No,No,No,Yes,No,Credit Card (automatic),6.864699,162.4653,1422.2449,4,4,4,4,3,4,5,5
3774,A873218,eef4ea6c-015d-4c22-b2bf-f4a69815fa0f,685198cdf9e4caa2f26ceec9c6a0fc70,Columbus,GA,Muscogee,31909,32.54486,-84.9216,39309,Suburban,America/New_York,Financial risk analyst,1,76,29614.14,Divorced,Male,Yes,14.90844,6,0,0,No,One year,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Mailed Check,4.745801,194.9663,1236.530575,3,4,4,3,4,4,3,3
3775,G759279,8afc2ab7-3cdc-450a-98d0-443208ad81a5,fc5d03512ba92d56f456cab6ca036761,Etowah,AR,Mississippi,72428,35.7392,-90.22436,67,Rural,America/Chicago,Speech and language therapist,0,51,20532.13,Divorced,Male,Yes,12.76985,10,0,0,Yes,Two Year,No,No,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,3.613493,222.6281,1385.346757,3,4,3,4,3,4,3,4
3776,L405130,a474420b-c422-4b6b-a538-9ed0252cdefc,3ac97c239fca010c3948d8b0ab59eae1,Indianapolis,IN,Marion,46240,39.90687,-86.12361,19706,Rural,America/Indiana/Indianapolis,"Scientist, marine",0,70,43579.88,Never Married,Female,Yes,12.00434,15,2,1,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Electronic Check,6.830372,252.6378,1104.049328,3,3,4,5,2,4,3,4
3777,U114164,3cae0454-1c6d-4cb3-b849-204d86e0bb97,a0fe1a74ddb2bf3ea43577818b582106,Ainsworth,IA,Washington,52201,41.33233,-91.54614,1503,Suburban,America/Chicago,Chartered loss adjuster,3,28,39954.22,Widowed,Nonbinary,No,9.261979,5,2,1,No,Month-to-month,No,No,None,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Credit Card (automatic),12.50785,175.0048,1667.975198,2,3,3,5,4,3,3,3
3778,G709630,80ba66e4-7035-4ced-85a9-f75eea9e415c,a3a78afa7c5348da5ad8168127ba866e,Willamina,OR,Yamhill,97396,45.11938,-123.5216,3298,Rural,America/Los_Angeles,"Scientist, biomedical",1,34,50525.8,Separated,Male,No,5.491044,11,0,0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Mailed Check,14.1842,142.4526,2066.602785,3,5,3,4,4,4,4,1
3779,Y514231,0e07c5d5-e638-4b8e-baa0-43a8867dd186,5a42ee63fb41b38b5e74b8af797da179,Curtis,NE,Frontier,69025,40.62265,-100.5131,1126,Suburban,America/Chicago,Environmental education officer,9,80,40758.81,Married,Female,No,11.36204,14,1,1,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Bank Transfer(automatic),7.637611,159.9875,951.5719456,3,3,4,4,4,3,5,2
3780,E08758,ca2f6568-1467-4779-a137-ecfb7d830fe9,2d35c44d02a8fbc1cc3ad3902afd3cfa,Firth,NE,Lancaster,68358,40.53148,-96.60804,1926,Rural,America/Chicago,Arts administrator,2,67,26317.3,Widowed,Female,Yes,11.67333,17,3,0,No,Month-to-month,No,Yes,DSL,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Electronic Check,17.16447,245.1283,2519.749676,4,3,2,3,4,3,3,4
3781,T209311,c2ba26ad-59fd-4a2b-a7e9-6f65b8887e9e,56fbd1c34bd5b20cc691a205ffdecf92,Newry,SC,Oconee,29665,34.72472,-82.91411,140,Rural,America/New_York,Publishing copy,4,73,17942.27,Separated,Male,Yes,10.35534,10,1,1,No,Month-to-month,No,No,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Bank Transfer(automatic),4.297488,212.6415,1402.733623,1,3,3,2,5,3,2,2
3782,Z27705,6a09a941-6aba-4138-a77f-a245589047df,ad6fefdf1e72fbf112feb5939ca88c33,Seymour,CT,New Haven,6483,41.38101,-73.0872,16522,Rural,America/New_York,"Designer, fashion/clothing",5,67,59065.06,Divorced,Female,Yes,7.908482,10,1,1,Yes,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Bank Transfer(automatic),5.306649,182.4608,867.400478,3,4,2,4,2,5,5,4
3783,O818301,a53fc37f-fa46-49e5-8e73-8062d1a6811a,86a973dbac5cadbf8f92189d8fc6ecf4,Carrollton,GA,Carroll,30117,33.58016,-85.13241,35575,Urban,America/New_York,"Biochemist, clinical",1,62,172372.2,Widowed,Female,No,8.380524,14,0,0,Yes,Two Year,No,Yes,DSL,Yes,Yes,No,No,No,No,No,No,Yes,Electronic Check,15.58596,124.9607,1749.548835,2,1,2,4,2,2,3,3
3784,P515038,303c975f-b56a-4b09-8d10-4b5af6c998d6,600badce808f8037d054cd7880b64234,Holbrook,NE,Furnas,68948,40.32003,-100.0219,312,Suburban,America/Chicago,Communications engineer,4,87,11989.65,Never Married,Male,Yes,13.48068,15,1,0,No,Two Year,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Electronic Check,10.13181,207.4754,1738.461046,1,2,2,4,4,3,3,4
3785,S905465,12ee803a-dd97-41fc-bca8-cc28f49e614b,7c0a39fefe5aed0c190da29b44b32b8c,Luzerne,MI,Oscoda,48636,44.60008,-84.29318,712,Rural,America/Detroit,Retail buyer,7,30,17656.58,Widowed,Male,Yes,11.14381,8,0,1,Yes,Two Year,Yes,Yes,None,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),9.345696,202.6829,1711.417233,3,3,2,4,4,3,4,5
3786,H550709,5f37de2a-0b86-40f4-956c-e9b0c01eb76f,92f975ccb1ae7c4baa2b79ff0098c058,Chapel Hill,NC,Orange,27517,35.85023,-79.02484,24092,Suburban,America/New_York,Agricultural engineer,6,75,13760.2,Widowed,Female,Yes,9.606129,8,1,0,Yes,Month-to-month,Yes,No,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),1.124104,257.6549,906.3706236,1,2,3,5,5,3,2,3
